id,key,value,type
533858343,naptan:Landmark,CORNER WESTWICK PLACE NR THE DOVECOT PH,regular
533858343,verified,no,naptan
533858343,naptan:Indicator,WESTERN AVENUE/PAGE MOSS LANE,regular
533858343,naptan:CommonName,WESTERN AVENUE/WESTWICK PLACE,regular
533858343,naptan:NaptanCode,merdmptg,regular
533858343,naptan:PlusbusZoneRef,LVRPLCH,regular
533858343,naptan:ShortCommonName,Windsor Rd,regular
533858606,name,BRIDLE ROAD/NETHERTON IND ESTATE,regular
533858606,source,naptan_import,regular
533858606,highway,bus_stop,regular
533858606,naptan:Notes,No Notes,regular
533858606,naptan:Street,BRIDLE ROAD,regular
533858606,naptan:Bearing,SW,regular
533858606,naptan:AtcoCode,2800S47064A,regular
533858606,naptan:Landmark,OPP MIDLAND BANK COMPUTER CENTRE,regular
533858606,verified,no,naptan
533858606,naptan:Indicator,BRIDLE ROAD/AINTREE ROAD,regular
533858606,naptan:CommonName,BRIDLE ROAD/NETHERTON IND ESTATE,regular
533858606,naptan:NaptanCode,merdpwtm,regular
533858606,naptan:PlusbusZoneRef,LVRPLCH,regular
533858606,naptan:ShortCommonName,Bridle Way,regular
533858948,name,HARRIS DRIVE/ORRELL ROAD,regular
533858948,source,naptan_import,regular
533858948,highway,bus_stop,regular
533858948,naptan:Notes,No Notes,regular
533858948,naptan:Street,HARRIS DRIVE,regular
533858948,naptan:Bearing,NE,regular
533858948,naptan:AtcoCode,2800S47122A,regular
533858948,naptan:Landmark,OPP 108 O/S SIR ROBERT BALLAMINE SCHOOL AND CH,regular
533858948,verified,no,naptan
533858948,naptan:Indicator,HARRIS DRIVE/ORRELL ROAD,regular
533858948,naptan:CommonName,HARRIS DRIVE/ORRELL ROAD,regular
533858948,naptan:NaptanCode,merdtdtw,regular
533858948,naptan:PlusbusZoneRef,LVRPLCH,regular
533858948,naptan:ShortCommonName,Harris Dr/Orrell Rd,regular
533859534,name,UTTING AVENUE/BROADWAY,regular
533859534,source,naptan_import,regular
533859534,highway,bus_stop,regular
533859534,naptan:Notes,No Notes,regular
533859534,naptan:Street,UTTING AVENUE,regular
533859534,naptan:Bearing,E,regular
533859534,naptan:AtcoCode,2800S46001D,regular
533859534,naptan:Landmark,O/S PUBLIC TOILETS,regular
533859534,verified,no,naptan
533859534,naptan:Indicator,UTTING AVENUE/TOWNSEND AVENUE/BROADWAY,regular
533859534,naptan:CommonName,UTTING AVENUE/BROADWAY,regular
533859534,naptan:NaptanCode,merdmwjm,regular
533859534,naptan:PlusbusZoneRef,LVRPLCH,regular
533859534,naptan:ShortCommonName,Utting Av/Broadway,regular
533860150,name,NAYLORSFIELD DRIVE/SOUTHBROOK ROAD,regular
533860150,source,naptan_import,regular
533860150,highway,bus_stop,regular
533860150,naptan:Notes,No Notes,regular
533860150,naptan:Street,NAYLORSFIELD DRIVE,regular
533860150,naptan:Bearing,NE,regular
533860150,naptan:AtcoCode,2800S50012B,regular
533860150,naptan:Landmark,OPP SOUTHBROOK ROAD,regular
533860150,verified,no,naptan
533860150,naptan:Indicator,NAYLORSFIELD DRIVE/SOUTHBROOK ROAD,regular
533860150,naptan:CommonName,NAYLORSFIELD DRIVE/SOUTHBROOK ROAD,regular
533860150,naptan:NaptanCode,merdtwgw,regular
533860150,naptan:PlusbusZoneRef,LVRPLCH,regular
533860150,naptan:ShortCommonName,Southbrook Rd,regular
533860414,name,MATHER AVENUE/HEATH ROAD,regular
533860414,source,naptan_import,regular
533860414,highway,bus_stop,regular
533860414,naptan:Notes,No Notes,regular
533860414,naptan:Street,MATHER AVENUE,regular
533860414,naptan:Bearing,SE,regular
533860414,naptan:AtcoCode,2800S43104B,regular
533860414,naptan:Landmark,O/S ST BERNADETTES R.C. CHURCH,regular
533860414,verified,no,naptan
533860414,naptan:Indicator,MATHER AVENUE/HEATH ROAD,regular
533860414,naptan:CommonName,MATHER AVENUE/HEATH ROAD,regular
533860414,naptan:NaptanCode,merdjwja,regular
533860414,naptan:PlusbusZoneRef,LVRPLCH,regular
533860414,naptan:ShortCommonName,Mather Av/Heath Rd,regular
533860608,name,HEADBOLT LANE/PINGWOOD LANE,regular
533860608,source,naptan_import,regular
533860608,highway,bus_stop,regular
533860608,naptan:Notes,No Notes,regular
533860608,naptan:Street,HEADBOLT LANE,regular
533860608,naptan:Bearing,SW,regular
533860608,naptan:AtcoCode,2800S52006B,regular
533860608,naptan:Landmark,OPP LANGTON ROAD,regular
533860608,verified,no,naptan
533860608,naptan:Indicator,HEADBOLT LANE/PINGWOOD LANE,regular
533860608,naptan:CommonName,HEADBOLT LANE/PINGWOOD LANE,regular
533860608,naptan:NaptanCode,merdwpad,regular
533860608,naptan:PlusbusZoneRef,LVRPLCH,regular
533860608,naptan:ShortCommonName,Southcroft,regular
533860758,name,KNOWSLEY LANE/RADWAY ROAD,regular
533860758,source,naptan_import,regular
533860758,highway,bus_stop,regular
533860758,naptan:Notes,No Notes,regular
533860758,naptan:Street,KNOWSLEY LANE,regular
533860758,naptan:Bearing,W,regular
533860758,naptan:AtcoCode,2800S51010A,regular
533860758,naptan:Landmark,O/S 95,regular
533860758,verified,no,naptan
533860758,naptan:Indicator,KNOWSLEY LANE/RADWAY ROAD,regular
533860758,naptan:CommonName,KNOWSLEY LANE/RADWAY ROAD,regular
533860758,naptan:NaptanCode,merdwdgj,regular
533860758,naptan:PlusbusZoneRef,LVRPLCH,regular
533860758,naptan:ShortCommonName,Radway Rd,regular
533860889,name,POTTERY LANE/GREENES ROAD,regular
533860889,source,naptan_import,regular
533860889,highway,bus_stop,regular
533860889,naptan:Notes,No Notes,regular
533860889,naptan:Street,POTTERY LANE,regular
533860889,naptan:Bearing,E,regular
533860889,naptan:AtcoCode,2800S51061B,regular
533860889,naptan:Landmark,OPP DOULTON CLOSE BETWEEN 66/68,regular
533860889,verified,no,naptan
533860889,naptan:Indicator,POTTERY LANE/GREENES ROAD,regular
533860889,naptan:CommonName,POTTERY LANE/GREENES ROAD,regular
533860889,naptan:NaptanCode,merdwjaw,regular
533860889,naptan:PlusbusZoneRef,LVRPLCH,regular
533860889,naptan:ShortCommonName,Pottery Ln,regular
533861108,name,BIGDALE DRIVE/QUARRYSIDE DRIVE,regular
533861108,source,naptan_import,regular
533861108,highway,bus_stop,regular
533861108,naptan:Notes,No Notes,regular
533861108,naptan:Street,BIGDALE DRIVE,regular
533861108,naptan:Bearing,N,regular
533861108,naptan:AtcoCode,2800S52065B,regular
533861108,naptan:Landmark,O/S 49 OPP ST MARIE'S SCHOOL,regular
533861108,verified,no,naptan
533861108,naptan:Indicator,BIGDALE DRIVE/QUARRYSIDE DRIVE,regular
533861108,naptan:CommonName,BIGDALE DRIVE/QUARRYSIDE DRIVE,regular
533861108,naptan:NaptanCode,mergadgd,regular
533861108,naptan:PlusbusZoneRef,LVRPLCH,regular
533861108,naptan:ShortCommonName,St Maries RC Sch,regular
533861345,name,EASTERN AVE/ALDERWOOD AVE,regular
533861345,source,naptan_import,regular
533861345,highway,bus_stop,regular
533861345,naptan:Notes,No Notes,regular
533861345,naptan:Street,EASTERN AVENUE,regular
533861345,naptan:Bearing,S,regular
533861345,naptan:AtcoCode,2800S48011B,regular
533861345,naptan:Landmark,O/S 71,regular
533861345,verified,no,naptan
533861345,naptan:Indicator,EASTERN AVENUE/ALDERWOOD AVENUE,regular
533861345,naptan:CommonName,EASTERN AVE/ALDERWOOD AVE,regular
533861345,naptan:NaptanCode,merdtgwm,regular
533861345,naptan:PlusbusZoneRef,LVRPLCH,regular
533861345,naptan:ShortCommonName,Alderwood Av,regular
533861624,name,HALEBANK ROAD/LOWER ROAD,regular
533861624,source,naptan_import,regular
533861624,highway,bus_stop,regular
533861624,naptan:Notes,No Notes,regular
533861624,naptan:Street,HALEBANK ROAD,regular
533861624,naptan:Bearing,NW,regular
533861624,naptan:AtcoCode,2800S48064A,regular
533861624,naptan:Landmark,OPP COTTAGE 2 LABURNUM COTTAGES,regular
533861624,verified,no,naptan
533861624,naptan:Indicator,HALEBANK ROAD/LOWER ROAD,regular
533861624,naptan:CommonName,HALEBANK ROAD/LOWER ROAD,regular
533861624,naptan:NaptanCode,mergmptm,regular
533861624,naptan:PlusbusZoneRef,HALTON,regular
533861624,naptan:ShortCommonName,Halebank Rd,regular
533861817,name,SAUNDERS AVENUE/CROSS LANE,regular
533861817,source,naptan_import,regular
533861817,highway,bus_stop,regular
533861817,naptan:Notes,No Notes,regular
533861817,naptan:Street,SAUNDERS AVENUE,regular
533861817,naptan:Bearing,E,regular
533861817,naptan:AtcoCode,2800S51124A,regular
533861817,naptan:Landmark,NR 1,regular
533861817,verified,no,naptan
533861817,naptan:Indicator,SAUNDERS AVENUE/CROSS LANE,regular
533861817,naptan:CommonName,SAUNDERS AVENUE/CROSS LANE,regular
533861817,naptan:NaptanCode,merdwmpm,regular
533861817,naptan:PlusbusZoneRef,LVRPLCH,regular
533861817,naptan:ShortCommonName,Cross Ln,regular
533861983,name,MOOR LANE/MOOR DRIVE,regular
533861983,source,naptan_import,regular
533861983,highway,bus_stop,regular
533861983,naptan:Notes,No Notes,regular
533861983,naptan:Street,MOOR LANE,regular
533861983,naptan:Bearing,W,regular
533861983,naptan:AtcoCode,2800S54038A,regular
533861983,naptan:Landmark,O/S 108 NR PARK AVENUE,regular
533861983,verified,no,naptan
533861983,naptan:Indicator,MOOR LANE/THE NORTHERN ROAD,regular
533861983,naptan:CommonName,MOOR LANE/MOOR DRIVE,regular
533861983,naptan:NaptanCode,mergapmp,regular
533861983,naptan:PlusbusZoneRef,LVRPLCH,regular
533861983,naptan:ShortCommonName,Moor Ln/Moor Dr,regular
533862381,name,OKELL DRIVE/LYDIATE LANE/CHURCH ROAD,regular
533862381,source,naptan_import,regular
533862381,highway,bus_stop,regular
533862381,naptan:Notes,No Notes,regular
533862381,naptan:Street,OKELL DRIVE,regular
533862381,naptan:Bearing,SW,regular
533862381,naptan:AtcoCode,2800S48165B,regular
533862381,naptan:Landmark,OPP WOODBRIDGE AVENUE,regular
533862381,verified,no,naptan
533862381,naptan:Indicator,OKELL DRIVE/LYDIATE LANE/CHURCH ROAD,regular
533862381,naptan:CommonName,OKELL DRIVE/LYDIATE LANE/CHURCH ROAD,regular
533862381,naptan:NaptanCode,merdtpjd,regular
533862381,naptan:PlusbusZoneRef,LVRPLCH,regular
533862381,naptan:ShortCommonName,Okell Dr/Lydiate Ln,regular
533862877,name,OLD HOUSE LANE/SPRING GARDENS,regular
533862877,source,naptan_import,regular
533862877,highway,bus_stop,regular
533862877,naptan:Notes,No Notes,regular
533862877,naptan:Street,HALL LANE,regular
533862877,naptan:Bearing,SW,regular
533862877,naptan:AtcoCode,2800S55049B,regular
533862877,naptan:Landmark,NR DAISY MOUNT (CUL DE SAC),regular
533862877,verified,no,naptan
533862877,naptan:Indicator,HALL LANE,regular
533862877,naptan:CommonName,OLD HOUSE LANE/SPRING GARDENS,regular
533862877,naptan:NaptanCode,mergawpg,regular
533862877,naptan:PlusbusZoneRef,LVRPLCH,regular
533862877,naptan:ShortCommonName,Tailors Ln,regular
533863746,name,CRANK RD/GREYHOUSE FARM,regular
533863746,source,naptan_import,regular
533863746,highway,bus_stop,regular
533863746,naptan:Notes,No Notes,regular
533863746,naptan:Street,CRANK ROAD,regular
533863746,naptan:Bearing,S,regular
533863746,naptan:AtcoCode,2800S17037A,regular
533863746,naptan:Landmark,NEXT GREY HOUSE FARM,regular
533863746,verified,no,naptan
533863746,naptan:Indicator,CRANK ROAD,regular
533863746,naptan:CommonName,CRANK RD/GREYHOUSE FARM,regular
533863746,naptan:NaptanCode,merajpga,regular
533863746,naptan:ShortCommonName,Crank Rd/Greyhse Fm,regular
534090105,name,Willows,regular
534090105,amenity,pub,regular
534090105,name,undefined,source
542242275,name,Twelfth Man,regular
542242275,source,NaPTAN,regular
542242275,amenity,pub,regular
673979746,name,The Quarter,regular
673979746,amenity,restaurant,regular
673979746,id,497725,fhrs
877076032,amenity,parking,regular
950600377,traffic_calming,hump,regular
964074397,amenity,restaurant,regular
968923854,name,The Spellow,regular
968923854,amenity,pub,regular
1260661371,name,Cronton Sixth Form College,regular
1260661371,amenity,school,regular
1556401445,source,US NGA Pub. 114. 2011-05-26.,regular
1556401445,name,No. 2,seamark
1556401445,type,light_minor,seamark
1556401445,light:colour,white,seamark
1556401445,light:height,6,seamark
1556401445,light:character,Fl,seamark
1556401445,light:reference,A 4952.6,seamark
1635334629,name,Tesco Express - Rossmore Road,regular
1635334629,shop,convenience,regular
1662493783,source,Bing,regular
1662493783,highway,traffic_signals,regular
1662586557,source,Bing,regular
1662586557,highway,traffic_signals,regular
1664233197,highway,traffic_signals,regular
1668401752,highway,traffic_signals,regular
1668401752,traffic_signals,signal,regular
1668503211,amenity,post_box,regular
1678429430,foot,yes,regular
1678429430,barrier,bollard,regular
1678429430,bicycle,yes,regular
1679683229,source,Bing,regular
1679683229,cycleway,asl,regular
1722140950,amenity,bench,regular
1775578840,name,Bien Hair and Beauty,regular
1775578840,shop,hairdresser,regular
1777366314,highway,crossing,regular
1777366314,crossing,zebra,regular
1883475054,name,Funfair,regular
1883475054,tourism,theme_park,regular
2004776361,highway,turning_circle,regular
2042739207,name,Chandlers,regular
2042739207,shop,doityourself,regular
2042739207,source,local_knowledge,regular
2092795693,highway,traffic_signals,regular
2093862397,name,Woodchurch Sports Centre,regular
2093862397,leisure,sports_centre,regular
2096943442,source,survey,regular
2096943442,barrier,kissing_gate,regular
2197946986,name,58 Mabb Lane,regular
2197946986,building,yes,regular
2223218967,power,tower,regular
2246836513,power,pole,regular
2248008065,power,pole,regular
2264896525,amenity,cafe,regular
2264896525,name,Espresso,regular
2264896525,wheelchair,yes,toilets
2264896525,wheelchair,yes,regular
2428148589,name,Burnell's News & Wine,regular
2428148589,shop,newsagent,regular
2497020521,amenity,post_box,regular
2497316043,noexit,yes,regular
2497316043,source,bing,regular
2560631219,power,pole,regular
2560631219,source,Bing,regular
2587332685,source,local_knowledge,regular
2587332685,highway,crossing,regular
2587332685,crossing,traffic_signals,regular
2608827623,name,Lobster Pot,regular
2608827623,phone,+44 (0)151 707 9726,regular
2608827623,amenity,fast_food,regular
2608827623,cuisine,fish_and_chips,regular
2608827623,website,http://www.lobsterpot-liverpool.com,regular
2608827623,city,Liverpool,addr
2608827623,street,Whitechapel,addr
2608827623,country,GB,addr
2608827623,postcode,Invalid Zip Code,addr
2608827623,housenumber,20-22,addr
2616357144,amenity,atm,regular
2616357144,operator,Lloyds,regular
2624855871,name,The Sunbed Studio,regular
2624855871,shop,tanning,regular
2650290512,natural,tree,regular
2650290903,natural,tree,regular
2700274322,natural,tree,regular
2731459405,natural,tree,regular
2781831583,natural,tree,regular
2781833019,natural,tree,regular
2837913650,bicycle,yes,regular
2837913650,crossing,toucan,regular
2837913650,highway,crossing,regular
2837913650,kerb,lowered,regular
2837913650,tactile_paving,yes,regular
2893725125,foot,yes,regular
2893725125,barrier,gate,regular
2893725125,bicycle,yes,regular
2901114001,barrier,gate,regular
2919210901,natural,tree,regular
2919249011,natural,tree,regular
2931178929,natural,tree,regular
2931179429,natural,tree,regular
3168097619,source,survey,regular
3168097619,amenity,post_box,regular
3325606740,highway,turning_circle,regular
3328166991,natural,tree,regular
3348381392,man_made,tower,regular
3348381392,type,communication,tower
3489766369,amenity,post_box,regular
3662102872,highway,traffic_signals,regular
3773305197,city,Liverpool,addr
3773305197,housename,Dobbies Garden Centre,addr
3773305197,postcode,Invalid Zip Code,addr
3773305197,street,Speke Hall Road,addr
3773305197,name,Bexleys Butchers,regular
3773305197,opening_hours,Mo-Sa 09:00-17:30,regular
3773305197,operator,Bexleys Butchers & Catering,regular
3773305197,phone,+44 151 486 0663,regular
3773305197,shop,butcher,regular
3773305197,website,http://www.bexleys.co.uk/,regular
3773305197,wheelchair,yes,regular
3897901772,natural,tree,regular
3897901772,leaf_type,broadleaved,regular
3897901772,leaf_cycle,deciduous,regular
3914585546,railway,crossing,regular
4094317865,natural,tree,regular
4112993340,highway,crossing,regular
4112993340,crossing,pelican,regular
4178651343,source,interpolation,regular
4178651343,street,Valentia Road,addr
4178651343,housenumber,15,addr
4232307107,name,Pizza Express,regular
4232307107,source,survey,regular
4232307107,amenity,restaurant,regular
4232307107,cuisine,pizza,regular
4232307107,id,692453,fhrs
4232307107,street,Marine Point,addr
4232307107,addr,FHRS Open Data,source
4232307107,postcode,CH45 2PB,addr
4232307107,housenumber,8,addr
4242790161,name,Wirral Dog Groomers,regular
4242790161,shop,pet_grooming,regular
4242790161,source,survye,regular
4264674874,label,WATC,regular
4264674874,manhole,telecom,regular
4264674874,operator,WATC,regular
4315091920,name,Care Launderette,regular
4315091920,shop,laundry,regular
4317498624,highway,crossing,regular
4339439296,name,A Passage to India,regular
4339439296,amenity,restaurant,regular
4339439296,cuisine,indian,regular
4339439497,name,tsb,regular
4339439497,amenity,bank,regular
4365067977,name,Bexley's,regular
4365067977,shop,butcher,regular
4419379121,natural,tree,regular
4419379621,natural,tree,regular
4466481862,barrier,bollard,regular
4466869545,natural,tree,regular
4470101777,highway,street_lamp,regular
4470101777,lamp_type,electric,regular
4501431558,amenity,bicycle_parking,regular
4513699624,name,Blackburne House,regular
4513699624,office,educational_institution,regular
4513699624,website,http://www.blackburnehouse.co.uk/,regular
4513699624,city,Liverpool,addr
4513699624,street,Blackburne Place,addr
4513699624,postcode,Invalid Zip Code,addr
4513699624,housename,Blackburne House,addr
4523366082,name,Blue Mango,regular
4523366082,amenity,restaurant,regular
4523366082,cuisine,indian,regular
4559967089,natural,tree,regular
4648751440,natural,tree,regular
4665431552,natural,tree,regular
4665882465,natural,tree,regular
4693322534,natural,tree,regular
4693428142,natural,tree,regular
4693434737,amenity,fast_food,regular
4693434737,name,Luke's Chippy,regular
4693454196,natural,tree,regular
4713198200,amenity,pub,regular
4713198200,name,The Commercial,regular
4726166404,highway,turning_circle,regular
4801852875,natural,tree,regular
4874202826,traffic_calming,bump,regular
4970482253,traffic_calming,cushion,regular
